,eventid,iyear,extended,country,region,city,latitude,longitude,crit1,crit2,crit3,multiple,success,suicide,attack_type,target_type,target_nationality,group_name,nperps,nperpcap,weapon_type,nkill,nkillus,nwound,propvalue,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,hostkidoutcome,hostkidoutcome_txt,nreleased,date,ones
150452,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Damaturu,11.747168,11.965948,1,1,1,0,1,1,IRS_Coverage,Government,Nigeria,Boko Haram,2,0,Bombs,23,0,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/20/2015,1
150474,2.02E+11,2015,0,Burundi,Sub-Saharan Africa,Bujumbura,-3.383333,29.366667,0,1,1,0,1,0,Unknown,Private property,Burundi,Unknown,NA,0,Unknown,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/21/2015,1
150481,2.02E+11,2015,0,Cameroon,Sub-Saharan Africa,Kamouna,12.592552,14.504037,1,1,1,0,1,0,IRS_pop_protected,Private property,Cameroon,Boko Haram,80,0,Firearms,9,0,11,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/19/2015,1
150500,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Buratai,10.907588,12.088498,1,1,1,0,1,0,IRS_pop_protected,Government,Nigeria,Boko Haram,NA,0,Firearms,23,0,8,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/21/2015,1
150501,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Biu district,10.817222,12.088333,1,1,1,0,1,1,IRS_Coverage,Government,Nigeria,Unknown,1,0,Bombs,23,0,1,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/21/2015,1
150502,2.02E+11,2015,1,Sudan,Sub-Saharan Africa,Nertiti,12.961401,24.044116,1,1,1,0,1,0,Spray_Structures_found,Government,Sudan,Unknown,2,0,Firearms,0,0,0,0,1,1,0,NA,5,,,0,NA,NA,NA,NA,2,Hostage(s) released by perpetrators,1,7/21/2015,1
150507,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Ahoada West district,5.043709,6.509747,1,1,1,0,1,0,Sprayed_Structures,Hate crimes,Nigeria,Unknown,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/21/2015,1
150521,2.02E+11,2015,0,Cameroon,Sub-Saharan Africa,Maroua,10.592529,14.321009,1,1,1,1,1,1,IRS_Coverage,Private property,Cameroon,Boko Haram,1,0,Bombs,6,0,16,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/22/2015,1
150522,2.02E+11,2015,0,Cameroon,Sub-Saharan Africa,Maroua,10.592529,14.321009,1,1,1,1,1,1,IRS_Coverage,Private property,Cameroon,Boko Haram,1,0,Bombs,7,0,16,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/22/2015,1
150540,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Gombe,10.28397,11.165831,1,1,1,1,1,1,IRS_Coverage,Hate crimes,Nigeria,Boko Haram,1,0,Bombs,23,0,15,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/22/2015,1
150541,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Gombe,10.279142,11.173062,1,1,1,1,1,0,IRS_Coverage,Private property,Nigeria,Boko Haram,NA,0,Bombs,23,0,15,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/22/2015,1
150542,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Gombe,10.279142,11.173062,1,1,1,1,1,1,IRS_Coverage,Public services,Nigeria,Boko Haram,NA,0,Bombs,23,0,15,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/22/2015,1
150543,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Gombe,10.279142,11.173062,1,1,1,1,1,0,IRS_Coverage,Private property,Nigeria,Boko Haram,NA,0,Bombs,23,0,15,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/22/2015,1
150544,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Pompomari,11.818386,13.06975,1,1,1,0,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/22/2015,1
150564,2.02E+11,2015,0,Democratic Republic of the Congo,Sub-Saharan Africa,Mayimoya,0.772509,29.568695,1,1,1,0,1,0,IRS_pop_protected,Private property,Democratic Republic of the Congo,Allied Democratic Forces (ADF),NA,0,Firearms,3,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/23/2015,1
150579,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Ughelli North district,5.523611,5.990278,1,1,1,0,1,0,IRS_Coverage,Public services,Nigeria,Urhobo Gbagbako,NA,2,Bombs,23,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/23/2015,1
150607,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Madagali,10.890928,13.627589,1,1,1,1,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/24/2015,1
150608,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Kopa,10.744444,13.3325,1,1,1,1,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/24/2015,1
150609,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Yaffa,10.890928,13.627589,1,1,1,1,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/24/2015,1
150629,2.02E+11,2015,0,Cameroon,Sub-Saharan Africa,Maroua,10.592529,14.321009,1,1,1,0,1,1,IRS_Coverage,Private property,Cameroon,Boko Haram,1,0,Bombs,22,0,67,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/25/2015,1
150634,2.02E+11,2015,1,Chad,Sub-Saharan Africa,Katikine,13.488056,13.856667,1,1,1,1,1,0,Spray_Structures_found,Private property,Chad,Boko Haram,13,0,Unknown,NA,0,NA,0,1,30,0,NA,NA,,,0,NA,NA,NA,NA,7,Unknown,NA,7/25/2015,1
150635,2.02E+11,2015,0,Chad,Sub-Saharan Africa,Blarigi,13.433333,14.383333,1,1,1,1,1,0,IRS_pop_protected,Private property,Chad,Boko Haram,13,0,Melee,3,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/25/2015,1
150636,2.02E+11,2015,0,Chad,Sub-Saharan Africa,Medi Kouta,13.443889,14.594722,1,1,1,1,1,0,IRS_pop_protected,Private property,Chad,Boko Haram,13,0,Firearms,13,0,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/25/2015,1
150670,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Abuja,9.085563,7.497593,1,1,1,0,1,0,IRS_pop_protected,Private property,Nigeria,Unknown,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/25/2015,1
150700,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Damaturu,11.747224,11.966177,1,1,1,0,1,1,IRS_Coverage,Private property,Nigeria,Boko Haram,1,0,Bombs,23,0,47,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/26/2015,1
150701,2.02E+11,2015,0,Cameroon,Sub-Saharan Africa,Tchebe-Tchebe,11.002222,13.831944,1,1,1,1,1,0,PregWomen_U5yrs_sleeping_underNet_IRS_protected,Private property,Cameroon,Boko Haram,NA,0,Incendiary,3,0,0,158553.0561,1,3,0,NA,NA,,,0,NA,NA,NA,NA,4,Hostage(s) killed (not during rescue attempt),0,7/26/2015,1
150702,2.02E+11,2015,0,Cameroon,Sub-Saharan Africa,Dzaba,11,13.833333,1,1,1,1,1,0,Children_U5yrs_protected,Private property,Cameroon,Boko Haram,NA,0,Incendiary,0,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/26/2015,1
150741,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Dille,10.751111,13.2,1,1,1,1,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,NA,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/27/2015,1
150742,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Buratai,10.907588,12.088498,1,1,1,1,0,0,Unknown,Private property,Nigeria,Boko Haram,NA,0,Unknown,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/27/2015,1
150743,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Buratai,10.907588,12.088498,1,1,0,1,0,0,Unknown,Government,Nigeria,Boko Haram,NA,0,Unknown,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/27/2015,1
150745,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Bundaram,13.210148,13.906085,1,1,1,1,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Melee,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/27/2015,1
150746,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Fishdam,13.239731,13.876855,1,1,1,1,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Melee,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/27/2015,1
150747,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Kwatar Mali,13.241355,13.788317,1,1,1,1,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Melee,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/27/2015,1
150750,2.02E+11,2015,0,Cameroon,Sub-Saharan Africa,Afade,12.237964,14.639471,1,1,1,1,1,0,IRS_pop_protected,Government,Cameroon,Boko Haram,NA,0,Incendiary,4,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/27/2015,1
150751,2.02E+11,2015,0,Cameroon,Sub-Saharan Africa,Afade,12.237964,14.639471,1,1,0,1,1,0,IRS_pop_protected,Government,Cameroon,Boko Haram,NA,0,Incendiary,0,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/27/2015,1
150777,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Maiduguri,11.831283,13.151188,1,1,1,0,0,0,IRS_Coverage,Private property,Nigeria,Boko Haram,NA,0,Bombs,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/28/2015,1
150778,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Askira,10.657376,12.906142,1,1,1,1,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,NA,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/28/2015,1
150779,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Askira,10.657376,12.906142,1,1,1,1,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,NA,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/28/2015,1
150780,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Buratai,10.907588,12.088498,1,1,1,1,0,0,Unknown,Private property,Nigeria,Boko Haram,NA,0,Unknown,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/28/2015,1
150802,2.02E+11,2015,0,Burundi,Sub-Saharan Africa,Bujumbura,-3.383333,29.366667,1,1,1,0,1,0,IRS_Coverage,Government,Burundi,Unknown,NA,0,Bombs,23,0,1,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/29/2015,1
150814,2.02E+11,2015,1,South Sudan,Sub-Saharan Africa,Bor district,6.2125,31.560833,1,1,1,0,1,0,Spray_Structures_found,Private property,South Sudan,Murle Tribe,NA,0,Unknown,NA,0,NA,0,1,3,0,NA,NA,,,0,NA,NA,NA,NA,7,Unknown,NA,7/29/2015,1
150842,2.02E+11,2015,0,Sudan,Sub-Saharan Africa,Um Dukhun,13.130556,22.024167,1,1,0,0,1,0,IRS_pop_protected,Government,Sudan,Janjaweed,NA,0,Firearms,0,0,4,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/30/2015,1
150845,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Amasomma,4.973087,6.10897,1,1,1,0,0,0,Spray_Structures_found,Government,Nigeria,Unknown,NA,1,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/30/2015,1
150866,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Maiduguri,11.831283,13.151188,1,1,1,0,1,1,IRS_Coverage,Private property,Nigeria,Boko Haram,1,0,Bombs,23,0,11,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/31/2015,1
150867,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Kukuwa-Gari,11.273868,11.999819,1,1,1,0,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,32,0,Firearms,23,0,3,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/31/2015,1
150890,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Ado-Ekiti,7.614079,5.223056,1,1,1,0,0,0,Sprayed_Structures,Hate crimes,Nigeria,Unknown,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/31/2015,1
150914,2.02E+11,2015,0,Mali,Sub-Saharan Africa,Nampala,15.278519,-5.552769,1,1,0,0,1,0,IRS_Coverage,Government,Mali,Al-Qaida in the Islamic Maghreb (AQIM),NA,0,Bombs,23,0,4,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/1/2015,1
150917,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Gamboru,12.09957,14.269752,1,1,1,0,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Incendiary,23,0,NA,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/1/2015,1
150942,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Malari,11.654395,13.422079,1,1,1,0,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,27,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/2/2015,1
150943,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Bitta,11.172067,13.431983,1,1,1,0,0,0,Unknown,Private property,Nigeria,Boko Haram,NA,0,Unknown,23,0,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/2/2015,1
150944,2.02E+11,2015,1,Nigeria,Sub-Saharan Africa,Kobachwa,10.872993,13.539337,1,1,1,1,1,0,Unknown,Private property,Nigeria,Boko Haram,NA,0,Unknown,23,0,NA,0,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/2/2015,1
150945,2.02E+11,2015,1,Nigeria,Sub-Saharan Africa,Madagali district,10.890754,13.628005,1,1,1,1,1,0,Unknown,Private property,Nigeria,Boko Haram,NA,0,Unknown,23,0,NA,0,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/2/2015,1
150946,2.02E+11,2015,1,Democratic Republic of the Congo,Sub-Saharan Africa,Kiseguro,-0.995997,29.444352,1,1,1,0,1,0,Spray_Structures_found,Hate crimes,Democratic Republic of the Congo,Democratic Front for the Liberation of Rwanda (FDLR),NA,0,Firearms,0,0,0,0,1,7,0,NA,30,,,1,20000,0,NA,0,5,Successful Rescue,7,8/2/2015,1
150948,2.02E+11,2015,0,Burundi,Sub-Saharan Africa,Bujumbura,-3.344792,29.391811,1,1,0,0,1,0,Sprayed_Structures,Government,Burundi,Unknown,4,0,Bombs,23,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/2/2015,1
150959,2.02E+11,2015,0,South Sudan,Sub-Saharan Africa,Wau,7.699508,27.998528,1,1,1,0,0,0,Sprayed_Structures,Government,South Sudan,Unknown,NA,0,Firearms,2,0,1,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/2/2015,1
150960,2.02E+11,2015,0,Burundi,Sub-Saharan Africa,Cibitoke,-2.888182,29.121218,1,1,1,0,1,0,IRS_pop_protected,Government,Burundi,Unknown,NA,0,Firearms,23,0,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/2/2015,1
150961,2.02E+11,2015,0,Burundi,Sub-Saharan Africa,Bubanza,-3.083869,29.392265,1,1,1,0,1,0,IRS_Coverage,Private property,Burundi,Unknown,NA,0,Bombs,23,0,1,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/2/2015,1
150966,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Mgboko,5.154121,7.45735,1,1,1,0,1,0,Children_U5yrs_protected,Government,Nigeria,Unknown,NA,0,Incendiary,23,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/2/2015,1
150967,2.02E+11,2015,0,Central African Republic,Sub-Saharan Africa,Malegbassa,4.644361,20.814878,1,1,1,0,1,0,IRS_pop_protected,Private property,Central African Republic,Anti-Balaka Militia,NA,0,Firearms,23,0,2,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/2/2015,1
150977,2.02E+11,2015,0,Mali,Sub-Saharan Africa,Gourma Rharous,16.880217,-1.923072,1,1,0,0,1,0,IRS_pop_protected,Government,Mali,Al-Qaida in the Islamic Maghreb (AQIM),NA,0,Firearms,23,0,1,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/3/2015,1
151000,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Malari,11.654536,13.42203,1,1,1,1,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/3/2015,1
151001,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Konduga district,11.650394,13.41841,1,1,1,1,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/3/2015,1
151002,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Konduga district,11.650335,13.418321,1,1,1,1,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/3/2015,1
151003,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Konduga district,11.650335,13.418321,1,1,1,1,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/3/2015,1
151011,2.02E+11,2015,0,Burundi,Sub-Saharan Africa,Bujumbura,-3.356542,29.363906,1,1,1,0,1,0,IRS_pop_protected,Private property,Burundi,Unknown,NA,0,Firearms,23,0,1,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/3/2015,1
151014,2.02E+11,2015,0,Central African Republic,Sub-Saharan Africa,Malegbassa,4.653544,20.807608,1,1,1,0,1,0,IRS_pop_protected,Private property,Central African Republic,Anti-Balaka Militia,NA,0,Firearms,23,0,2,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/3/2015,1
151015,2.02E+11,2015,1,Central African Republic,Sub-Saharan Africa,Ndoma,4.653544,20.807608,1,1,1,0,1,0,Spray_Structures_found,Private property,Central African Republic,Seleka,NA,0,Firearms,23,0,NA,0,1,NA,0,NA,NA,,,0,NA,NA,NA,NA,7,Unknown,NA,8/3/2015,1
151035,2.02E+11,2015,1,Cameroon,Sub-Saharan Africa,Tchakarmari,10.596489,14.315128,1,1,1,1,1,0,Spray_Structures_found,Private property,Cameroon,Boko Haram,NA,0,Firearms,4,0,NA,158553.0561,1,NA,0,NA,NA,,,0,NA,NA,NA,NA,7,Unknown,NA,8/4/2015,1
151036,2.02E+11,2015,1,Cameroon,Sub-Saharan Africa,Kangaleri,11.30002,14.383354,1,1,1,1,1,0,Spray_Structures_found,Private property,Cameroon,Boko Haram,NA,0,Firearms,4,0,NA,158553.0561,1,NA,0,NA,NA,,,0,NA,NA,NA,NA,7,Unknown,NA,8/4/2015,1
151043,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Maduwari,12.847212,13.666302,1,1,1,0,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,13,0,Firearms,23,0,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/4/2015,1
151046,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Anguwan Katako,9.537847,8.89328,1,1,1,0,1,0,IRS_pop_protected,Hate crimes,Nigeria,Unknown,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/4/2015,1
151059,2.02E+11,2015,0,Burundi,Sub-Saharan Africa,Bujumbura,-3.358215,29.36491,1,1,1,0,1,0,Sprayed_Structures,Hate crimes,Burundi,Unknown,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/4/2015,1
151062,2.02E+11,2015,0,Burundi,Sub-Saharan Africa,Bujumbura,-3.358215,29.36491,1,1,1,0,0,0,Sprayed_Structures,Public services,Burundi,Unknown,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/4/2015,1
151079,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Gwoza,11.095216,13.612451,1,1,1,0,0,0,IRS_Coverage,Public services,Nigeria,Boko Haram,NA,0,Bombs,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/5/2015,1
151080,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Tadagara,11.118867,11.515662,1,1,1,1,1,0,IRS_Coverage,Private property,Nigeria,Boko Haram,NA,0,Bombs,23,0,NA,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/5/2015,1
151081,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Dunbulwa,11.640027,11.335048,1,1,1,1,1,0,IRS_Coverage,Government,Nigeria,Boko Haram,NA,0,Bombs,23,0,NA,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/5/2015,1
151094,2.02E+11,2015,0,Burundi,Sub-Saharan Africa,Cibitoke,-2.888182,29.121218,1,1,1,0,0,0,IRS_pop_protected,Government,Burundi,Unknown,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/5/2015,1
151141,2.02E+11,2015,0,Mali,Sub-Saharan Africa,Sevare,14.527126,-4.094176,1,1,1,1,1,1,PregWomen_U5yrs_sleeping_underNet_IRS_protected,Government,Mali,Al-Mua'qi'oon Biddam Brigade (Those who Sign with Blood),NA,7,Bombs,23,0,2,0,1,4,0,NA,NA,,,0,NA,NA,NA,NA,3,Hostage(s) escaped (not during rescue attempt),4,8/7/2015,1
151142,2.02E+11,2015,0,Mali,Sub-Saharan Africa,Sevare,14.527126,-4.094176,1,1,0,1,0,0,IRS_pop_protected,Government,Mali,Muslim Fundamentalists,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/7/2015,1
151186,2.02E+11,2015,0,Mali,Sub-Saharan Africa,Gaberi,NA,NA,1,1,1,1,1,0,IRS_pop_protected,Private property,Mali,Unknown,3,0,Firearms,23,0,NA,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/9/2015,1
151187,2.02E+11,2015,0,Mali,Sub-Saharan Africa,Gaberi,NA,NA,1,1,1,1,0,0,IRS_pop_protected,Private property,Mali,Unknown,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/8/2015,1
151203,2.02E+11,2015,0,Central African Republic,Sub-Saharan Africa,Bangui,4.388384,18.552953,1,1,1,0,1,0,IRS_pop_protected,Government,Central African Republic,Muslim Fundamentalists,1,0,Firearms,23,0,8,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/8/2015,1
151214,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Ogbolomabiri,4.53385,6.405132,1,1,0,0,1,0,IRS_pop_protected,Government,Nigeria,Unknown,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/8/2015,1
151236,2.02E+11,2015,1,Nigeria,Sub-Saharan Africa,Nwajurko,10.880887,12.503084,1,1,1,0,1,0,Spray_Structures_found,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,3,158553.0561,1,2,0,NA,NA,,,0,NA,NA,NA,NA,7,Unknown,NA,8/9/2015,1
151281,2.02E+11,2015,0,Mali,Sub-Saharan Africa,Diafarabe,14.139167,-5.01844,1,1,0,0,1,0,IRS_Coverage,Government,Mali,Macina Liberation Front (FLM),NA,0,Bombs,23,0,3,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/10/2015,1
151286,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Kendev,7.506446,9.605897,1,1,1,0,1,0,Sprayed_Structures,Government,Nigeria,Unknown,NA,0,Firearms,23,0,2,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/10/2015,1
151311,2.02E+11,2015,0,Cameroon,Sub-Saharan Africa,Ashigashiya,11.135556,13.881944,1,1,1,0,1,0,IRS_pop_protected,Private property,Cameroon,Boko Haram,NA,0,Firearms,10,0,2,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/11/2015,1
151322,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Sabon Gari,10.592003,12.207662,1,1,1,0,1,1,IRS_Coverage,Private property,Nigeria,Boko Haram,1,0,Bombs,23,0,52,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,8/11/2015,1
